,book_format,book_pages,book_review_count,book_rating_count,book_rating
21335,Paperback,344 pages,21,167,3.63
21336,Paperback,286 pages,60,364,3.57
21339,Paperback,311 pages,8,63,3.94
21341,Mass Market Paperback,200 pages,39,1801,4.44
21342,Hardcover,482 pages,463,4495,4.05
21343,Paperback,128 pages,27,189,3.98
21344,Hardcover,198 pages,186,5637,3.76
21345,Kindle Edition,398 pages,52,1076,4.33
21346,Hardcover,798 pages,3129,96937,4.07
21347,Paperback,369 pages,66280,627121,4.4
21348,Paperback,215 pages,86,5769,3.86
21349,Kindle Edition,185 pages,123,565,4.08
21350,Nook,93 pages,64,806,3.92
21351,Paperback,64 pages,164,1849,3.82
21352,Kindle Edition,336 pages,11615,86640,3.92
21356,Paperback,256 pages,10,98,3.73
21357,Paperback,402 pages,203,7591,3.96
21358,Paperback,240 pages,30,502,3.51
21359,Hardcover,90 pages,9,64,3.8
21360,Hardcover,361 pages,467,7468,4.03
21361,Kindle Edition,320 pages,136,755,4.16
21362,Paperback,223 pages,1,5,4.0
21364,Paperback,275 pages,18,77,4.27
21365,Paperback,64 pages,32,191,4.45
21366,Paperback,400 pages,700,3067,3.48
21367,Hardcover,373 pages,48,492,4.0
21368,Paperback,240 pages,2313,16139,3.78
21369,Paperback,656 pages,593,20437,4.26
21370,Paperback,360 pages,204,3388,4.03
21371,Paperback,455 pages,120,2500,3.55
21372,Hardcover,352 pages,13097,136702,3.67
21373,Paperback,292 pages,74,524,3.24
21375,Paperback,208 pages,36,595,4.31
21376,Paperback,459 pages,276,3511,3.91
21377,Hardcover,286 pages,219,3935,3.96
21378,Kindle Edition,273 pages,385,7933,4.13
21379,Mass Market Paperback,496 pages,32,245,4.32
21380,Paperback,64 pages,74,911,4.15
21382,Kindle Edition,123 pages,45,106,3.79
21383,Hardcover,24 pages,3,6,4.5
21384,Paperback,196 pages,83,1558,3.64
21385,Mass Market Paperback,252 pages,37,341,3.53
21386,Hardcover,309 pages,720,4838,3.57
21387,Paperback,144 pages,20,337,3.85
21388,Paperback,112 pages,1,2,5.0
21389,Paperback,288 pages,205,8751,4.29
21390,Paperback,416 pages,585,6524,4.04
21391,Paperback,160 pages,43,159,3.91
21392,Hardcover,138 pages,35,535,4.1
21393,ebook,384 pages,3810,61282,3.96
21394,Paperback,384 pages,19962,230509,4.32
21395,Paperback,320 pages,30,443,4.19
21396,Mass Market Paperback,421 pages,149,2792,4.14
21397,Paperback,204 pages,7,41,4.1
21399,Paperback,272 pages,259,5224,3.84
21400,Hardcover,253 pages,438,4033,3.86
21402,Hardcover,339 pages,198,1972,3.66
21403,Kindle Edition,115 pages,366,1706,3.25
21405,Kindle Edition,351 pages,6,30,4.03
21406,Paperback,323 pages,125,788,3.85
21407,Library Binding,69 pages,249,7861,4.04
21409,Paperback,544 pages,3572,53386,4.24
21410,Paperback,460 pages,396,3516,4.08
21411,Kindle Edition,452 pages,198,1679,4.52
21412,Hardcover,356 pages,951,6472,3.96
21413,Paperback,342 pages,411,7881,4.12
21414,Paperback,216 pages,117,1822,4.16
21415,Hardcover,520 pages,1393,9687,4.22
21416,Kindle Edition,305 pages,282,2096,3.56
21417,Hardcover,648 pages,68,667,4.27
21420,Hardcover,126 pages,865,13659,3.66
21423,Kindle Edition,89 pages,138,2041,4.15
21424,Paperback,160 pages,4,9,4.0
21425,Paperback,378 pages,11,65,3.43
21426,Kindle Edition,384 pages,228,1539,4.02
21427,Paperback,182 pages,73,1041,4.14
21428,Paperback,240 pages,63,770,4.09
21429,Paperback,71 pages,26,51,4.04
21430,Paperback,280 pages,5,22,4.41
21431,Paperback,488 pages,23,551,4.14
21432,Paperback,317 pages,156,645,4.09
21433,Paperback,320 pages,10,157,3.58
21435,Hardcover,400 pages,659,11344,4.17
21436,Paperback,304 pages,518,7983,3.75
21437,Paperback,168 pages,962,13072,4.4
21438,Paperback,688 pages,8119,87067,3.88
21439,Paperback,290 pages,1335,17179,4.29
21440,Paperback,240 pages,104,2061,3.81
21441,Paperback,326 pages,27,363,3.29
21442,Paperback,853 pages,6099,119971,3.94
21443,Hardcover,624 pages,36090,1246116,3.69
21445,Paperback,384 pages,114,1909,3.72
21446,Hardcover,300 pages,46,399,4.15
21447,Paperback,168 pages,74,1470,4.17
21448,Hardcover,368 pages,2412,34992,4.16
21449,Paperback,216 pages,53,1456,3.72
21450,Paperback,480 pages,3417,37679,3.84
21453,Hardcover,384 pages,374,3840,4.1
21454,Paperback,368 pages,69,395,3.77
21455,Paperback,376 pages,49,818,3.82
21456,Paperback,128 pages,11,52,4.1
21457,Hardcover,304 pages,450,2026,3.59
21458,Hardcover,32 pages,6,196,4.24
21459,Paperback,744 pages,42,691,4.45
21460,Paperback,157 pages,351,10123,3.88
21461,Paperback,256 pages,17,261,3.79
21462,Kindle Edition,250 pages,201,1693,3.81
21464,Paperback,200 pages,31,405,4.32
21465,Hardcover,336 pages,1476,8599,3.8
21466,Kindle Edition,445 pages,307,2628,4.23
21468,Paperback,310 pages,141,754,4.0
21469,Paperback,241 pages,14,236,4.31
21470,Poche,186 pages,102,5905,4.45
21471,Paperback,224 pages,4,6,4.17
21472,Paperback,62 pages,14,1313,4.24
21473,Paperback,480 pages,110,1001,4.11
21474,ebook,430 pages,166,1008,4.37
21475,ebook,150 pages,590,6512,3.91
21476,ebook,361 pages,57,1216,3.86
21477,Hardcover,235 pages,2780,57187,3.98
21478,Paperback,184 pages,12,77,4.08
21479,Paperback,188 pages,296,9580,4.04
21480,Kindle Edition,134 pages,4945,97420,3.94
21481,Paperback,128 pages,104,1997,3.97
21482,Paperback,316 pages,14,363,3.84
21483,Paperback,176 pages,61,450,3.68
21484,Mass Market Paperback,373 pages,141,3065,3.95
21485,Paperback,258 pages,17,322,3.65
21486,Hardcover,341 pages,3165,17617,3.72
21487,Paperback,896 pages,1676,16930,4.3
21488,Paperback,372 pages,546,10120,4.14
21489,Hardcover,254 pages,200,1461,3.39
21490,Kindle Edition,356 pages,4334,119533,4.28
21491,Paperback,560 pages,38,1466,4.25
21492,Hardcover,304 pages,453,3293,3.64
21493,Hardcover,449 pages,1843,29695,4.0
21494,Paperback,32 pages,923,24042,4.19
21495,Paperback,339 pages,790,10280,4.24
21496,Kindle Edition,292 pages,357,1151,4.41
21497,Hardcover,564 pages,375,12326,4.1
21498,Paperback,160 pages,61,2056,4.24
21500,Hardcover,216 pages,123,4509,4.13
21502,Hardcover,344 pages,175,1181,3.56
21503,Mass Market Paperback,288 pages,51,1163,4.04
21504,Hardcover,352 pages,163,1180,4.06
21505,Paperback,194 pages,18,59,3.07
21506,Hardcover,298 pages,779,5119,4.13
21507,Hardcover,409 pages,1070,13370,3.62
21508,Kindle Edition,452 pages,594,4795,3.55
21509,Hardcover,390 pages,289,1937,3.77
21510,Paperback,451 pages,177,1817,4.08
21511,Paperback,377 pages,266,4589,4.21
21512,Paperback,256 pages,6,60,4.08
21513,Kindle Edition,479 pages,243,1023,4.25
21514,ebook,24 pages,31,431,4.26
21515,Paperback,288 pages,30,1566,3.72
21516,Hardcover,337 pages,1146,7916,3.34
21517,Kindle Edition,277 pages,300,1336,4.16
21518,Hardcover,233 pages,4714,38168,4.18
21519,Paperback,247 pages,197,2883,3.72
21520,Paperback,343 pages,203,3048,4.16
21523,Paperback,355 pages,538,15672,4.07
21524,Kindle Edition,288 pages,1742,9990,4.13
21526,Paperback,482 pages,147,4830,3.99
21527,Hardcover,357 pages,56,2034,4.23
21528,Paperback,352 pages,200,11674,3.78
21529,ebook,416 pages,25649,255773,4.04
21530,Paperback,160 pages,24,209,3.9
21531,Paperback,221 pages,5,18,3.61
21532,Kindle Edition,304 pages,20,52,4.13
21533,Paperback,448 pages,64,2220,4.28
21534,Hardcover,252 pages,42,417,4.09
21536,Paperback,180 pages,716,2965,3.84
21537,Paperback,192 pages,122,1924,3.48
21538,Paperback,432 pages,520,4164,4.23
21539,Paperback,264 pages,93,973,3.48
21540,Paperback,346 pages,335,11538,4.28
21541,Paperback,262 pages,532,5654,3.83
21542,Paperback,336 pages,929,6996,3.84
21543,Audiobook,320 pages,816,5825,3.67
21544,Paperback,576 pages,125,1187,3.25
21545,Paperback,200 pages,3,186,4.18
21546,Hardcover,304 pages,63,294,3.17
21547,Paperback,304 pages,833,23210,4.32
21548,Paperback,288 pages,161,2449,3.59
21549,Hardcover,488 pages,272,3754,3.92
21550,Mass Market Paperback,510 pages,7385,188315,4.15
21551,Hardcover,304 pages,18,311,3.74
21552,Mass Market Paperback,1480 pages,11,667,4.23
21554,Paperback,333 pages,155,334,4.04
21555,Hardcover,240 pages,387,3853,4.03
21556,Kindle Edition,456 pages,6800,288762,4.37
21557,Paperback,287 pages,56,377,4.47
21559,Paperback,232 pages,14,103,4.0
21560,Kindle Edition,641 pages,36090,1246047,3.69
21562,Paperback,105 pages,16,151,3.56
21563,Mass Market Paperback,250 pages,671,15712,3.8
21564,Paperback,372 pages,31,371,4.09
21565,Paperback,192 pages,218,13287,4.25
21566,Paperback,300 pages,10,31,4.1
21567,Mass Market Paperback,373 pages,301,2548,3.88
21568,Paperback,352 pages,469,7207,4.16
21569,Kindle Edition,278 pages,16,215,4.2
21570,Paperback,304 pages,129,907,3.51
21571,Paperback,144 pages,5,294,3.72
21572,Hardcover,216 pages,60,1916,4.25
21573,Hardcover,288 pages,468,2797,3.45
21574,Paperback,512 pages,60122,538140,4.04
21576,Hardcover,388 pages,626,5975,4.26
21578,Kindle Edition,168 pages,8,14,4.21
21579,Paperback,304 pages,354,3078,4.17
21580,Paperback,413 pages,493,3928,3.98
21582,Hardcover,389 pages,3746,30661,4.43
21583,Hardcover,400 pages,1683,33318,3.99
21584,Audio CD,7 pages,594,5471,3.77
21585,Kindle Edition,244 pages,2647,23604,3.95
21586,Hardcover,400 pages,206,1994,4.09
21587,Mass Market Paperback,368 pages,215,3928,3.96
21588,Hardcover,1182 pages,194,3693,4.48
21590,Paperback,405 pages,351,3928,3.46
21591,Paperback,278 pages,141,1444,4.07
21592,Paperback,160 pages,1,37,4.54
21593,Hardcover,368 pages,144,855,4.13
21594,Paperback,320 pages,269,1810,3.81
21595,Paperback,167 pages,1000,11049,3.75
21596,Hardcover,192 pages,649,10119,3.78
21597,Paperback,211 pages,29736,807462,4.02
21598,Paperback,73 pages,38,1108,4.05
21599,Paperback,234 pages,85,2257,3.9
21600,Hardcover,600 pages,8,492,4.13
21601,Kindle Edition,284 pages,876,19405,4.26
21602,Paperback,59 pages,293,7073,3.71
21603,ebook,27 pages,2,45,3.93
21604,ebook,336 pages,1051,12117,4.31
21606,Paperback,184 pages,36,1995,4.36
21607,Paperback,260 pages,838,4587,4.14
21608,Paperback,332 pages,163,3088,4.23
21609,Hardcover,348 pages,4234,34057,3.93
21611,Paperback,108 pages,17,569,3.14
21612,Paperback,267 pages,785,6174,3.67
21613,Hardcover,327 pages,38,151,3.51
21614,Mass Market Paperback,191 pages,74,1619,3.28
21616,Paperback,512 pages,64,1235,4.08
21617,Paperback,464 pages,47,354,4.52
21618,Paperback,376 pages,105,2010,4.12
21619,Mass Market Paperback,224 pages,258,8078,3.75
21620,Hardcover,160 pages,814,4774,3.9
21621,Paperback,152 pages,1,24,4.13
21622,Hardcover,264 pages,36,1063,3.68
21624,Paperback,159 pages,8,222,3.96
21625,Paperback,165 pages,1062,7854,3.27
21626,Kindle Edition,451 pages,6,17,4.12
21627,Hardcover,200 pages,151,2075,4.19
21628,Paperback,304 pages,371,2323,3.77
21629,Paperback,448 pages,114,1944,4.55
21630,Hardcover,529 pages,1793,10168,3.72
21631,Paperback,512 pages,170,703,3.88
21632,Hardcover,288 pages,778,18231,4.36
21634,Nook,199 pages,8268,150540,4.2
21635,Paperback,480 pages,333,4722,3.86
21636,Paperback,362 pages,654,4197,4.16
21637,Paperback,276 pages,92,1818,3.94
21638,Mass Market Paperback,224 pages,371,5674,4.1
21639,Paperback,315 pages,9,276,3.82
21640,Paperback,151 pages,9,102,4.07
21641,Hardcover,252 pages,182,8079,3.97
21642,Paperback,626 pages,12,160,4.06
21643,Paperback,325 pages,58,493,3.81
21644,Nook,88 pages,3,15,4.4
21645,Paperback,288 pages,2803,99910,3.96
21646,Paperback,439 pages,201,2368,4.33
21648,Paperback,304 pages,50,850,4.34
21649,Paperback,688 pages,3297,26823,4.3
21650,Paperback,431 pages,59,1099,4.0
21651,Kindle Edition,172 pages,107,1360,4.15
21652,Hardcover,636 pages,46,647,4.18
21653,Paperback,118 pages,22,33,4.42
21654,Hardcover,152 pages,8868,88029,3.91
21655,Paperback,379 pages,504,11880,4.11
21657,Paperback,267 pages,573,7032,4.22
21658,Paperback,480 pages,3,85,4.09
21659,Hardcover,420 pages,874,6874,3.9
21660,Paperback,391 pages,9,18,3.39
21661,Mass Market Paperback,464 pages,336,11925,3.94
21662,Mass Market Paperback,256 pages,80,2000,3.8
21663,Hardcover,207 pages,197,2665,4.05
21664,ebook,512 pages,415,4768,4.47
21665,Kindle Edition,163 pages,272,1242,3.84
21666,Paperback,704 pages,1352,42551,4.15
21667,Paperback,266 pages,1121,12348,3.91
21668,Paperback,83 pages,11,64,4.06
21669,Hardcover,333 pages,18,206,3.9
21671,Paperback,288 pages,12,149,3.81
21672,Paperback,384 pages,60,1705,3.82
21673,Paperback,260 pages,4827,61376,4.07
21674,Paperback,96 pages,64,1176,4.48
21675,Paperback,64 pages,12,104,4.11
21676,Kindle Edition,534 pages,340,8186,4.42
21677,Hardcover,394 pages,138,1902,3.8
21678,Paperback,344 pages,55,1040,3.93
21679,Library Binding,156 pages,70,1213,3.67
21680,Paperback,288 pages,125,2039,4.4
21683,Paperback,230 pages,229,1756,3.61
21684,Paperback,250 pages,73,2609,4.13
21685,Paperback,116 pages,108,781,3.64
21686,Paperback,83 pages,271,4392,3.4
21687,Paperback,312 pages,382,8042,3.86
21688,Paperback,370 pages,84,977,4.03
21689,Paperback,160 pages,66,2218,4.26
21693,Hardcover,222 pages,1077,7859,3.11
21694,Paperback,352 pages,401,4262,4.1
21695,Hardcover,174 pages,60,363,3.78
21696,Hardcover,1414 pages,49,1007,4.43
21697,Paperback,240 pages,989,9426,3.59
21698,Paperback,279 pages,112,655,4.14
21699,Kindle Edition,85 pages,110,572,3.4
21700,Mass Market Paperback,248 pages,180,5042,4.14
21702,Paperback,512 pages,6008,41121,3.76
21705,Paperback,408 pages,88,1360,4.26
21707,Paperback,307 pages,152,1950,3.87
21708,Kindle Edition,330 pages,109,911,3.93
21709,Paperback,314 pages,54,116,4.03
21711,Paperback,434 pages,102,1443,4.12
21712,Hardcover,427 pages,1124,41480,4.39
21713,Hardcover,544 pages,105,2008,4.67
21714,Hardcover,208 pages,320,3741,3.85
21716,Paperback,314 pages,118,1285,3.85
21717,Hardcover,289 pages,70,4521,4.0
21718,Kindle Edition,103 pages,30,75,4.67
21719,Paperback,256 pages,93,1302,4.09
21720,Paperback,264 pages,102,575,3.87
21721,Hardcover,288 pages,245,3680,4.18
21722,Paperback,306 pages,11,303,4.26
21723,Paperback,442 pages,49,421,4.23
21724,Hardcover,256 pages,385,2542,3.43
21725,Hardcover,160 pages,120,1927,4.12
21726,Paperback,32 pages,49,341,3.92
21727,Paperback,412 pages,47,490,3.83
21729,Kindle Edition,178 pages,10,29,4.31
21730,Kindle Edition,405 pages,256,3585,4.07
21731,Hardcover,272 pages,73,249,3.88
21732,Paperback,324 pages,316,2750,3.86
21733,Hardcover,387 pages,363,9935,4.31
21734,Paperback,448 pages,30,499,4.46
21735,Paperback,352 pages,37,1566,4.4
21736,Hardcover,240 pages,886,7340,4.23
21737,Paperback,332 pages,547,13113,3.8
21738,Hardcover,190 pages,21,317,3.84
21741,Paperback,368 pages,44,445,4.06
21742,Hardcover,261 pages,5,45,4.04
21743,Paperback,208 pages,198,866,3.74
21744,Paperback,70 pages,163,5832,3.96
21745,Paperback,245 pages,38,307,3.85
21746,Kindle Edition,315 pages,164,995,4.16
21747,ebook,1536 pages,21,1096,4.66
21748,Hardcover,416 pages,127,3307,3.88
21750,Kindle Edition,473 pages,249,2288,4.16
21751,Paperback,268 pages,100,1071,4.06
21752,Hardcover,208 pages,312,3336,3.69
21753,Paperback,203 pages,16,25,4.16
21754,Paperback,352 pages,325,2020,3.65
21756,Paperback,228 pages,151,166,4.1
21758,Hardcover,304 pages,789,5829,3.87
21759,Paperback,423 pages,37,266,4.03
21760,Hardcover,253 pages,1227,10821,3.61
21761,Paperback,200 pages,256,7764,4.33
21762,Paperback,272 pages,43,190,4.4
21763,Paperback,160 pages,78,1336,3.96
21764,Paperback,216 pages,93,255,4.1
21765,Paperback,352 pages,301,2206,3.7
21766,Paperback,176 pages,817,11349,4.08
21768,Paperback,384 pages,189,1817,3.66
21769,Paperback,432 pages,58667,694257,4.09
21770,Paperback,256 pages,1184,14971,4.05
21771,Paperback,264 pages,234,1214,3.59
21772,Kindle Edition,406 pages,96,1251,3.93
21773,Paperback,96 pages,2,66,3.82
21774,Hardcover,351 pages,6095,176420,4.13
21775,Paperback,176 pages,108,6140,3.94
21776,Kindle Edition,227 pages,2587,17016,3.75
21777,Paperback,832 pages,9063,100882,4.12
21778,Paperback,208 pages,329,16102,4.34
21779,ebook,453 pages,37,201,4.12
21780,Kindle Edition,386 pages,8257,494348,3.63
21781,Mass Market Paperback,368 pages,595,6458,4.43
21782,Paperback,254 pages,122,1616,3.73
21783,Paperback,340 pages,97,404,3.44
21784,Paperback,164 pages,471,3564,3.71
21785,Hardcover,72 pages,3,30,3.9
21786,Hardcover,327 pages,440,3828,3.99
21787,Hardcover,387 pages,2217,35237,3.88
21788,Paperback,235 pages,110,2087,3.93
21789,Paperback,228 pages,176,2585,4.2
21790,Mass Market Paperback,370 pages,75,2080,3.88
21791,Paperback,383 pages,38,421,4.68
21792,Hardcover,368 pages,84,1270,4.07
21793,Paperback,186 pages,148,2469,4.28
21795,Paperback,445 pages,18586,224599,3.98
21796,Hardcover,246 pages,220,5819,4.16
21797,Hardcover,387 pages,818,8986,4.14
21798,Kindle Edition,377 pages,192,1911,4.03
21799,Hardcover,96 pages,117,7884,4.25
21801,Hardcover,310 pages,1627,11738,4.11
21802,Hardcover,240 pages,172,977,3.69
21803,Paperback,224 pages,32,245,3.99
21804,Paperback,304 pages,80,1880,4.1
21805,Kindle Edition,320 pages,19,135,4.06
21806,Mass Market Paperback,417 pages,6,69,3.81
21807,Paperback,288 pages,101,1548,3.63
21808,Paperback,400 pages,76,964,3.63
21809,Paperback,341 pages,209,8008,3.57
21810,Paperback,320 pages,134,655,4.42
21811,Mass Market Paperback,439 pages,302,6472,3.99
21812,Hardcover,320 pages,165,1547,4.03
21813,Paperback,240 pages,58,1291,3.92
21814,Paperback,346 pages,346,3699,4.2
21815,Hardcover,334 pages,48,449,3.6
21816,Mass Market Paperback,357 pages,123,6083,4.06
21817,Mass Market Paperback,323 pages,665,16114,4.12
21818,Paperback,232 pages,36,504,4.22
21819,Paperback,391 pages,2461,53818,4.0
21820,Paperback,288 pages,268,2348,4.12
21821,Paperback,408 pages,20,61,4.2
21822,Paperback,320 pages,638,10084,3.9
21823,Paperback,503 pages,26,654,4.35
21824,Hardcover,67 pages,956,8972,3.56
21825,Paperback,144 pages,109,5407,4.26
21826,Hardcover,227 pages,468,4159,3.67
21827,Paperback,452 pages,1007,24737,4.15
21829,Paperback,400 pages,1040,9260,3.92
21830,Paperback,854 pages,20,175,4.44
21831,Paperback,356 pages,51,1867,3.87
21832,Paperback,108 pages,183,4670,4.06
21833,Paperback,288 pages,3,22,3.73
21834,ebook,400 pages,852,6772,3.98
21835,Paperback,381 pages,47067,961873,4.35
21836,Paperback,320 pages,225,2249,3.71
21837,Paperback,118 pages,37,1502,3.83
21838,Paperback,688 pages,688,31328,4.06
21839,Paperback,244 pages,10,241,4.34
21840,Hardcover,340 pages,481,4110,3.96
21841,Paperback,325 pages,42,381,4.2
21842,Paperback,156 pages,4,43,3.58
21843,Kindle Edition,232 pages,6,12,4.25
21844,Kindle Edition,286 pages,325,3506,4.2
21845,Paperback,344 pages,470,9364,3.8
21846,Paperback,448 pages,29,457,4.08
21847,Mass Market Paperback,159 pages,17,88,3.76
21848,Paperback,428 pages,215,2756,3.72
21849,Hardcover,284 pages,1946,12741,3.52
21850,Paperback,297 pages,467,2864,4.17
21851,Paperback,253 pages,10,139,4.31
21852,Mass Market Paperback,376 pages,180,5735,3.98
21853,Paperback,542 pages,291,10168,4.13
21854,Paperback,219 pages,17,209,4.0
21855,Paperback,390 pages,149,1253,4.21
21856,Paperback,182 pages,838,13730,3.58
21857,Hardcover,354 pages,800,22306,4.18
21858,Hardcover,285 pages,57,1513,3.62
21860,Paperback,241 pages,6524,220613,4.15
21861,Hardcover,96 pages,7,143,3.73
21862,Hardcover,32 pages,96,907,4.67
21863,Hardcover,368 pages,424,5751,4.21
21864,Hardcover,288 pages,349,5797,4.45
21865,Kindle Edition,819 pages,49413,1658656,4.45
21867,Paperback,252 pages,70,2768,4.04
21868,Paperback,368 pages,60,2586,4.13
21869,Hardcover,332 pages,28,269,3.95
21870,ebook,332 pages,32,869,3.87
21871,Mass Market Paperback,416 pages,509,11492,4.24
21872,Paperback,264 pages,85,181,3.99
21873,Paperback,400 pages,260,1624,3.92
21874,Hardcover,490 pages,545,7391,4.21
21875,Audio CD,6 pages,732,20405,4.36
21877,Hardcover,288 pages,26,216,3.14
21878,Hardcover,239 pages,320,3786,3.91
21879,Paperback,328 pages,89,601,4.08
21881,Paperback,464 pages,38,358,3.68
21882,Paperback,352 pages,153,2308,4.28
21883,Paperback,357 pages,12,79,4.09
21884,Mass Market Paperback,352 pages,99,3113,4.27
21885,Paperback,398 pages,37,690,3.7
21886,Paperback,160 pages,35,617,4.35
21887,Paperback,228 pages,27,462,4.05
21888,Paperback,616 pages,42,1835,4.39
21890,Paperback,422 pages,164,2712,4.28
21891,Paperback,304 pages,6,10,4.2
21892,Kindle Edition,479 pages,24691,165523,4.46
21893,Kindle Edition,346 pages,1,15,3.53
21894,ebook,0 pages,155,2482,3.95
21895,Paperback,304 pages,93,1400,4.39
21896,Paperback,272 pages,819,7345,3.89
21897,Hardcover,422 pages,765,6411,3.61
21898,Paperback,103 pages,390,24271,3.69
21899,Hardcover,342 pages,202,1317,3.68
21900,Paperback,303 pages,482,6711,3.94
21901,Paperback,224 pages,67,1053,3.79
21902,Paperback,283 pages,411,9038,3.88
21903,Paperback,360 pages,308,11979,4.19
21904,Hardcover,224 pages,961,8262,3.93
21907,Paperback,496 pages,142,3114,3.69
21908,Paperback,327 pages,1185,7783,4.1
21909,Paperback,336 pages,1027,8744,3.76
21910,Kindle Edition,229 pages,134,2877,4.24
21911,Paperback,122 pages,1,103,4.17
21912,Paperback,240 pages,34,144,3.53
21913,Paperback,304 pages,39,427,3.63
21914,Paperback,305 pages,45444,734122,3.85
21915,ebook,320 pages,935,10316,4.07
21916,Kindle Edition,327 pages,232,2013,3.88
21917,Paperback,339 pages,41,641,4.31
21920,Paperback,197 pages,13,219,3.36
21921,Hardcover,232 pages,54,563,3.74
21922,Paperback,504 pages,130,3444,3.83
21923,Kindle Edition,439 pages,0,8,4.63
21925,Kindle Edition,320 pages,1257,12885,3.96
21926,Hardcover,320 pages,1167,7048,3.6
21927,Paperback,492 pages,44,912,4.27
21929,Paperback,507 pages,168,3709,4.29
21930,Mass Market Paperback,310 pages,25,519,3.91
21931,Paperback,338 pages,6232,46197,3.63
21932,Paperback,436 pages,104,697,3.92
21933,Hardcover,213 pages,1193,15934,3.87
21934,Kindle Edition,207 pages,283,7696,4.08
21935,Kindle Edition,387 pages,14,82,4.28
21936,Paperback,256 pages,1534,7040,3.81
21938,Hardcover,237 pages,1046,14750,3.78
21939,Paperback,243 pages,330,5953,3.99
21940,Mass Market Paperback,590 pages,7607,560448,4.52
21941,Kindle Edition,188 pages,34708,1382482,4.11
21942,Hardcover,368 pages,209,13897,4.36
21943,Paperback,216 pages,27,932,4.07
21944,Paperback,262 pages,1,10,3.2
21945,Paperback,497 pages,297,3801,3.9
21946,Mass Market Paperback,448 pages,41,418,4.16
21947,Leather Bound,2400 pages,278,16773,4.66
21948,Mass Market Paperback,246 pages,216,4814,3.8
21949,Paperback,206 pages,59,480,4.23
21950,Paperback,400 pages,18,32,4.56
21951,Paperback,288 pages,1124,10944,3.84
21952,Paperback,181 pages,93,3114,4.25
21953,Hardcover,542 pages,28,353,3.82
21954,Paperback,140 pages,4,50,3.92
21955,Paperback,179 pages,178,8857,4.15
21956,Kindle Edition,126 pages,3,10,4.6
21957,Hardcover,224 pages,64,536,3.35
21958,Hardcover,377 pages,1117,47288,4.13
21960,Hardcover,302 pages,825,15373,3.94
21961,Hardcover,334 pages,20,163,3.54
21962,Hardcover,304 pages,2713,26580,4.45
21963,Paperback,292 pages,955,16065,4.04
21964,Hardcover,106 pages,136,3309,4.1
21966,Paperback,385 pages,100,1235,3.61
21968,Paperback,263 pages,5,8,3.88
21969,Hardcover,612 pages,147,1842,4.39
21970,Paperback,439 pages,532,3315,4.1
21971,Paperback,472 pages,28,107,4.38
21972,Kindle Edition,310 pages,22,111,2.9
21973,Paperback,142 pages,6572,138373,4.0
21974,Paperback,370 pages,121,2109,3.88
21976,Paperback,128 pages,149,4994,4.28
21977,Paperback,463 pages,803,6249,3.85
21978,Kindle Edition,204 pages,50,226,3.83
21979,Hardcover,896 pages,56,875,4.2
21980,Paperback,320 pages,50,534,4.27
21981,Paperback,324 pages,156,345,4.21
21982,Paperback,251 pages,290,4508,4.16
21983,Hardcover,224 pages,89,614,3.89
21984,Paperback,568 pages,4,99,3.85
21985,Hardcover,304 pages,173,1549,3.58
21986,Paperback,367 pages,164,3284,3.98
21987,Paperback,96 pages,274,9148,3.89
21988,Kindle Edition,208 pages,19691,194445,4.15
21989,Paperback,80 pages,240,69126,3.81
21990,Paperback,893 pages,107,3405,3.81
21991,Hardcover,512 pages,26,175,3.99
21993,Paperback,821 pages,56,344,4.54
21994,Paperback,326 pages,5,76,4.26
21995,Paperback,736 pages,45,785,3.87
21996,Hardcover,208 pages,64,801,3.77
21997,Paperback,129 pages,391,5386,3.8
21998,Paperback,288 pages,526,8849,4.34
21999,ebook,320 pages,860,6154,3.83
22000,Paperback,117 pages,31,370,4.17
22001,Paperback,416 pages,810,19397,3.96
22002,Hardcover,232 pages,468,2719,3.91
22003,Paperback,260 pages,351,3737,4.1
22004,Hardcover,446 pages,340,10000,3.97
22005,Paperback,388 pages,281,2790,3.72
22006,Kindle Edition,323 pages,522,6564,4.06
22007,Paperback,194 pages,0,16,3.25
22008,Paperback,352 pages,198,3071,4.29
22009,Kindle Edition,228 pages,68,879,3.59
22010,Paperback,240 pages,23,102,3.4
22011,Hardcover,224 pages,905,7674,3.85
22012,Hardcover,336 pages,71,802,4.58
22013,Hardcover,289 pages,272,1498,3.62
22014,Paperback,480 pages,25,2048,4.18
22015,Paperback,260 pages,12,16,4.69
22016,Paperback,160 pages,86,828,3.97
22017,Hardcover,296 pages,203,1873,4.02
22018,Paperback,336 pages,13414,445003,4.06
22019,Paperback,295 pages,47908,372741,4.35
22020,Leather Bound,263 pages,4491,102463,4.02
22021,Hardcover,366 pages,520,6474,4.04
22022,ebook,226 pages,5782,131841,4.0
22023,Hardcover,1113 pages,24,1178,4.47
22024,Kindle Edition,252 pages,243,2640,3.69
22025,Audio CD,11 pages,28809,232017,4.03
22026,Hardcover,256 pages,19,136,3.08
22027,Paperback,406 pages,348,5080,3.9
22028,Paperback,288 pages,100,2860,4.3
22029,ebook,324 pages,365,2476,4.02
22030,Paperback,96 pages,440,8972,3.87
22031,Paperback,215 pages,42,326,3.89
22032,Hardcover,374 pages,181,646,3.48
22033,Paperback,512 pages,175,2410,3.82
22034,Paperback,418 pages,22970,235054,4.47
